gid,timestamp,dealNum,dealPri,highPri,increPer,increase,lowpri,name,nowpri,openPri,time,yesPri
603050,20251102_212046,640315528,1954081395666,3999.9978,-0.04,-1.7371,3996.1785,模拟股票14,3998.1844,3999.3761,2025-11-02 21:20:46,3999.9215
600801,20251102_212046,860415099,1218728050588,4583.0007,0.02,0.9596,4580.037,模拟股票950,4580.6664,4578.4534,2025-11-02 21:20:46,4579.7068
602065,20251102_212046,246544911,376515906041,19.1851,11.82,2.0044,16.9276,模拟股票911,18.9624,17.6871,2025-11-02 21:20:46,16.958
600625,20251102_212046,627589832,1814914295122,1650.9348,-0.02,-0.2608,1647.9313,模拟股票41,1648.6563,1649.9903,2025-11-02 21:20:46,1648.9171
601524,20251102_212046,761825601,182346523288,2253.1575,-0.02,-0.5308,2250.295,模拟股票564,2251.5594,2250.6142,2025-11-02 21:20:46,2252.0902
603476,20251102_212046,796231857,779463419209,4826.4001,-0.0,-0.0308,4823.2936,模拟股票730,4824.5672,4824.1764,2025-11-02 21:20:46,4824.598
603115,20251102_212046,235240888,1720251039533,2859.2341,-0.02,-0.5579,2856.2971,模拟股票764,2857.0182,2858.753,2025-11-02 21:20:46,2857.5761
601940,20251102_212046,840340775,417921983487,2351.9182,0.11,2.6482,2351.1084,模拟股票238,2351.5211,2350.268,2025-11-02 21:20:46,2348.8729
601759,20251102_212046,191487609,35355767604,1092.8536,0.23,2.4955,1088.9185,模拟股票909,1090.8045,1089.3573,2025-11-02 21:20:46,1088.309
600262,20251102_212046,208198236,898353812825,441.4911,-0.5,-2.2094,438.7661,模拟股票40,441.0075,444.0001,2025-11-02 21:20:46,443.2169
602347,20251102_212046,180789423,262229798659,4564.8063,-0.04,-2.0334,4561.4771,模拟股票550,4562.3966,4565.4624,2025-11-02 21:20:46,4564.43
600182,20251102_212046,53334027,658259112985,2916.134,-0.01,-0.2024,2913.8451,模拟股票787,2914.6445,2915.5589,2025-11-02 21:20:46,2914.8469
601356,20251102_212046,533602800,211375987904,2105.3289,0.11,2.235,2102.6702,模拟股票211,2104.3285,2101.2589,2025-11-02 21:20:46,2102.0935
601738,20251102_212046,601192311,794048139655,543.3017,0.27,1.4399,541.5009,模拟股票494,542.3092,540.8772,2025-11-02 21:20:46,540.8693
602093,20251102_212046,420933542,1538473477244,2081.0769,0.07,1.3868,2078.4421,模拟股票684,2078.6072,2076.6586,2025-11-02 21:20:46,2077.2204
600668,20251102_212046,740374675,1478799628931,420.0502,-0.14,-0.5688,418.5555,模拟股票313,419.8402,420.0403,2025-11-02 21:20:46,420.409
600648,20251102_212046,780729305,547745756174,2124.3826,-0.11,-2.4203,2120.5173,模拟股票496,2122.414,2125.5284,2025-11-02 21:20:46,2124.8343
602081,20251102_212046,679100562,1606181070643,2984.7023,-0.09,-2.5815,2982.4274,模拟股票247,2983.209,2987.2198,2025-11-02 21:20:46,2985.7905
600207,20251102_212046,458252535,1459142176143,3052.2256,-0.03,-0.9298,3050.0164,模拟股票108,3050.7419,3050.8214,2025-11-02 21:20:46,3051.6717
600720,20251102_212046,747434129,408649227463,4534.9862,0.02,1.1227,4531.9144,模拟股票477,4533.2105,4531.1511,2025-11-02 21:20:46,4532.0878
601494,20251102_212046,721841583,24250811534,2558.0015,0.01,0.2137,2557.6046,模拟股票469,2557.752,2556.8533,2025-11-02 21:20:46,2557.5383
600898,20251102_212046,386047661,1943157063142,4267.0305,0.07,2.9369,4264.1359,模拟股票883,4266.3442,4263.8803,2025-11-02 21:20:46,4263.4073
603057,20251102_212046,311893849,1006038681303,1871.7531,0.12,2.2414,1868.9101,模拟股票51,1870.5603,1869.4199,2025-11-02 21:20:46,1868.3189
601250,20251102_212046,490194908,1988380462172,746.1017,-0.06,-0.4827,744.342,模拟股票166,745.0011,744.6878,2025-11-02 21:20:46,745.4838
600532,20251102_212046,582722734,1554538379855,309.686,0.34,1.0493,307.4691,模拟股票142,309.3104,308.5785,2025-11-02 21:20:46,308.2611
600300,20251102_212046,613088279,1530214930642,1423.5614,-0.03,-0.4171,1421.4849,模拟股票622,1421.7703,1423.2963,2025-11-02 21:20:46,1422.1874
602452,20251102_212046,186159727,562257975246,3689.95,-0.03,-1.0482,3687.0761,模拟股票620,3688.1997,3690.0852,2025-11-02 21:20:46,3689.2479
601140,20251102_212046,75187799,143668611353,1614.9466,0.1,1.5935,1612.5897,模拟股票986,1614.4641,1613.2655,2025-11-02 21:20:46,1612.8706
600402,20251102_212046,313778146,1086590316761,2635.9581,-0.07,-1.9344,2634.0894,模拟股票100,2635.4611,2636.285,2025-11-02 21:20:46,2637.3955
600187,20251102_212046,907439799,888192546739,348.4451,0.31,1.063,346.3448,模拟股票669,347.5664,346.4851,2025-11-02 21:20:46,346.5034
600948,20251102_212046,744273128,1190791432526,3664.9093,0.02,0.6803,3664.348,模拟股票924,3664.5613,3664.2653,2025-11-02 21:20:46,3663.881
601930,20251102_212046,761600335,1664241260569,4464.777,0.07,2.9295,4462.1286,模拟股票182,4463.8793,4460.1382,2025-11-02 21:20:46,4460.9498
602166,20251102_212046,413425351,868652007470,93.6745,1.04,0.9484,91.5952,模拟股票1,92.355,92.2736,2025-11-02 21:20:46,91.4066
600819,20251102_212046,483696294,1632992240152,2451.2983,0.06,1.5074,2447.4445,模拟股票910,2449.9215,2448.4159,2025-11-02 21:20:46,2448.4141
600182,20251102_212046,413712830,1012082509291,2003.0533,0.03,0.5245,1998.759,模拟股票792,2000.7665,2001.6236,2025-11-02 21:20:46,2000.242
603866,20251102_212046,772634715,1317151195361,4210.298,0.02,0.7798,4205.8391,模拟股票871,4208.1191,4207.6777,2025-11-02 21:20:46,4207.3393
602154,20251102_212046,477233121,660801023764,4641.1374,-0.0,-0.2021,4637.7889,模拟股票524,4639.0823,4637.8401,2025-11-02 21:20:46,4639.2844
601373,20251102_212046,143114266,1693062544784,1124.2112,-0.16,-1.7483,1121.6736,模拟股票736,1122.48,1123.008,2025-11-02 21:20:46,1124.2283
603229,20251102_212046,177855026,91803582522,2903.5954,-0.05,-1.4642,2899.4286,模拟股票522,2901.2759,2902.8433,2025-11-02 21:20:46,2902.7401
602702,20251102_212046,174484455,953622443175,2835.1705,0.01,0.4039,2832.3226,模拟股票424,2834.447,2834.4692,2025-11-02 21:20:46,2834.0431
601261,20251102_212046,676680231,578736603340,2630.5101,0.03,0.8423,2627.0438,模拟股票414,2629.3548,2629.7017,2025-11-02 21:20:46,2628.5125
603543,20251102_212046,910131947,250430096995,259.4926,0.02,0.0419,255.3316,模拟股票484,257.6475,257.9953,2025-11-02 21:20:46,257.6056
603970,20251102_212046,733985776,1264579067118,883.4476,-0.32,-2.8416,882.1521,模拟股票505,882.707,885.3636,2025-11-02 21:20:46,885.5486
601070,20251102_212046,134103703,354068656908,283.3216,0.83,2.312,282.0323,模拟股票905,282.1356,278.9682,2025-11-02 21:20:46,279.8236
600118,20251102_212046,227694350,1954770797427,1301.1269,0.14,1.8771,1298.3105,模拟股票594,1300.5368,1298.8246,2025-11-02 21:20:46,1298.6597
600242,20251102_212046,806302761,463075852210,4274.1077,-0.07,-2.8835,4270.7611,模拟股票582,4273.1129,4274.7968,2025-11-02 21:20:46,4275.9964
601434,20251102_212046,81865341,1834099147221,2755.1673,-0.04,-1.1938,2753.3605,模拟股票286,2754.6062,2755.194,2025-11-02 21:20:46,2755.8
602007,20251102_212046,83577380,348343992851,1661.8638,-0.14,-2.3225,1658.7443,模拟股票787,1661.0136,1664.638,2025-11-02 21:20:46,1663.3361
603957,20251102_212046,975896189,1548203096966,2095.6052,-0.11,-2.3006,2093.1197,模拟股票930,2093.8073,2095.0365,2025-11-02 21:20:46,2096.1079
602357,20251102_212046,73322872,1476671957234,2176.9719,-0.02,-0.514,2174.7509,模拟股票209,2174.9155,2175.822,2025-11-02 21:20:46,2175.4295
603456,20251102_212046,867797146,1563068304308,4234.573,0.01,0.5696,4232.0499,模拟股票453,4233.5362,4234.4223,2025-11-02 21:20:46,4232.9666
601938,20251102_212046,251558690,1583031250919,4362.1644,0.04,1.8095,4358.0657,模拟股票743,4359.8443,4356.8159,2025-11-02 21:20:46,4358.0348
603062,20251102_212046,996963728,1056575806028,1269.5634,0.18,2.2897,1268.6066,模拟股票672,1268.747,1265.8794,2025-11-02 21:20:46,1266.4573
601055,20251102_212046,672720645,492235794342,1449.7717,0.17,2.4438,1446.4779,模拟股票542,1447.4527,1445.0896,2025-11-02 21:20:46,1445.0089
603365,20251102_212046,989571574,1306833779631,364.905,0.44,1.5864,362.1453,模拟股票463,364.6118,361.8656,2025-11-02 21:20:46,363.0254
600491,20251102_212046,837370546,974051165116,3318.981,0.02,0.6355,3316.6522,模拟股票772,3318.0171,3318.3658,2025-11-02 21:20:46,3317.3816
602654,20251102_212046,246440628,1472788482434,1802.1686,0.08,1.4389,1798.3917,模拟股票341,1800.2298,1798.9815,2025-11-02 21:20:46,1798.7909
602714,20251102_212046,425151282,419102838063,562.2666,-0.02,-0.1007,559.8626,模拟股票578,561.5205,562.5288,2025-11-02 21:20:46,561.6212
603505,20251102_212046,658775296,1262534940660,1321.3961,0.13,1.7589,1319.6612,模拟股票751,1320.2227,1318.2721,2025-11-02 21:20:46,1318.4638
602536,20251102_212046,772613212,1863728471695,2912.6918,0.04,1.283,2908.2903,模拟股票274,2910.6098,2909.416,2025-11-02 21:20:46,2909.3268
603534,20251102_212046,178176788,27281574500,3517.5866,-0.05,-1.8075,3515.0513,模拟股票641,3516.5792,3518.2167,2025-11-02 21:20:46,3518.3867
603338,20251102_212046,531197983,1625344094971,2070.6042,-0.13,-2.6329,2067.5981,模拟股票464,2068.1056,2072.1573,2025-11-02 21:20:46,2070.7385
603390,20251102_212046,618992278,454649445426,2981.8273,-0.08,-2.365,2979.3981,模拟股票184,2980.9694,2984.3169,2025-11-02 21:20:46,2983.3344
600087,20251102_212046,781846473,1264678578588,775.8966,-0.16,-1.2397,773.0705,模拟股票56,774.4203,776.6563,2025-11-02 21:20:46,775.66
600950,20251102_212046,194517025,1613556942452,1423.7086,0.04,0.5289,1421.0758,模拟股票105,1422.5741,1421.1514,2025-11-02 21:20:46,1422.0452
601910,20251102_212046,572240300,265038413649,4186.1766,0.05,1.892,4182.3342,模拟股票470,4184.6362,4181.7134,2025-11-02 21:20:46,4182.7442
602133,20251102_212046,176295318,1834825034614,4185.2332,-0.04,-1.5357,4183.7255,模拟股票677,4184.9903,4185.051,2025-11-02 21:20:46,4186.526
601164,20251102_212046,610874295,210730491357,12.2031,6.0,0.6604,9.9758,模拟股票488,11.6745,9.9275,2025-11-02 21:20:46,11.0141
601753,20251102_212046,895808414,667817037778,1713.7064,0.07,1.1379,1712.0146,模拟股票416,1713.2318,1710.7794,2025-11-02 21:20:46,1712.0939
603964,20251102_212046,79427193,144743200818,302.8455,0.88,2.6416,301.5915,模拟股票858,302.5136,300.0354,2025-11-02 21:20:46,299.872
603893,20251102_212046,788867238,294601533320,2382.1431,-0.04,-0.9876,2380.0659,模拟股票19,2381.8597,2384.0499,2025-11-02 21:20:46,2382.8473
602725,20251102_212046,238063187,1101428130274,427.0975,0.29,1.244,425.5718,模拟股票736,425.8872,423.964,2025-11-02 21:20:46,424.6432
602531,20251102_212046,571107452,1549322935460,4986.8364,-0.04,-2.137,4983.1893,模拟股票267,4985.2165,4988.2914,2025-11-02 21:20:46,4987.3535
601211,20251102_212046,912403778,1885342427564,3778.3292,0.03,1.2683,3777.7091,模拟股票707,3778.1394,3776.1526,2025-11-02 21:20:46,3776.8711
602697,20251102_212046,293453325,839761698291,2993.5261,0.07,1.9576,2990.541,模拟股票117,2991.4748,2989.7923,2025-11-02 21:20:46,2989.5172
600009,20251102_212046,42762931,121859974727,3923.3101,-0.07,-2.6982,3921.0313,模拟股票791,3921.5193,3923.6868,2025-11-02 21:20:46,3924.2175
602738,20251102_212046,11569712,1543089907863,4906.6556,0.05,2.3948,4904.9347,模拟股票368,4905.5612,4901.6971,2025-11-02 21:20:46,4903.1664
602402,20251102_212046,962122923,48357580576,836.6559,-0.12,-1.0277,835.4358,模拟股票514,836.2557,837.7582,2025-11-02 21:20:46,837.2834
602191,20251102_212046,459487348,308495430530,361.9413,0.74,2.6433,357.9165,模拟股票748,359.9325,358.2396,2025-11-02 21:20:46,357.2892
603341,20251102_212046,396033265,1391611333791,1142.5225,0.2,2.3225,1138.1354,模拟股票821,1140.4474,1138.4512,2025-11-02 21:20:46,1138.1249
601602,20251102_212046,364126389,1779390834182,3563.2319,-0.06,-2.2609,3560.5031,模拟股票911,3560.829,3562.4661,2025-11-02 21:20:46,3563.0899
602271,20251102_212046,915476249,897044859643,1127.5087,-0.24,-2.7125,1125.7437,模拟股票350,1126.4079,1130.5173,2025-11-02 21:20:46,1129.1204
603372,20251102_212046,61190530,403186322916,2698.0776,-0.01,-0.332,2695.5697,模拟股票828,2697.5459,2698.7162,2025-11-02 21:20:46,2697.8779
603792,20251102_212046,880536353,1276804933327,1973.9321,-0.08,-1.6375,1972.0887,模拟股票887,1973.2405,1975.0814,2025-11-02 21:20:46,1974.878
602332,20251102_212046,888910614,71400479104,372.3535,-0.04,-0.1627,370.7854,模拟股票793,371.1082,371.6337,2025-11-02 21:20:46,371.2709
600904,20251102_212046,579133835,537286718478,3030.9762,-0.05,-1.6295,3029.6998,模拟股票400,3030.7489,3030.9054,2025-11-02 21:20:46,3032.3784
603348,20251102_212046,252966363,379324981630,4674.7595,0.02,1.0736,4672.4184,模拟股票4,4673.5914,4672.9252,2025-11-02 21:20:46,4672.5178
600618,20251102_212046,214735144,965020675203,1725.2118,0.07,1.2595,1723.4577,模拟股票349,1724.5356,1724.3157,2025-11-02 21:20:46,1723.2761
603031,20251102_212046,923344415,704946313966,4651.7645,0.02,1.1298,4650.3452,模拟股票248,4650.7227,4649.5568,2025-11-02 21:20:46,4649.5929
602522,20251102_212046,801383651,66105302270,2839.5896,0.06,1.6992,2837.5133,模拟股票805,2837.8083,2835.7278,2025-11-02 21:20:46,2836.1091
601892,20251102_212046,802595024,681364213254,4979.0502,0.03,1.393,4975.3943,模拟股票475,4976.7929,4975.5414,2025-11-02 21:20:46,4975.3999
600777,20251102_212046,53423182,1090546615887,1481.5476,0.09,1.3217,1477.5769,模拟股票209,1479.7772,1479.5823,2025-11-02 21:20:46,1478.4555
603518,20251102_212046,291435852,329949370022,650.7111,0.17,1.0883,646.8097,模拟股票157,648.8315,646.9048,2025-11-02 21:20:46,647.7432
600034,20251102_212046,522592842,510783664209,1930.8509,0.03,0.6044,1928.2755,模拟股票168,1930.0108,1929.3923,2025-11-02 21:20:46,1929.4064
601277,20251102_212046,121306718,1341003938827,4386.0356,-0.03,-1.4423,4383.9309,模拟股票436,4385.3709,4386.2323,2025-11-02 21:20:46,4386.8132
603772,20251102_212046,487140817,1542108637991,4627.5343,0.01,0.6536,4625.863,模拟股票153,4626.956,4626.8228,2025-11-02 21:20:46,4626.3024
601448,20251102_212046,144939400,261775971839,1645.5459,0.16,2.5568,1643.8299,模拟股票578,1645.3685,1642.1617,2025-11-02 21:20:46,1642.8117
600741,20251102_212046,175418364,1887961334071,2205.6991,-0.03,-0.6845,2203.9637,模拟股票337,2204.356,2204.0517,2025-11-02 21:20:46,2205.0405
600711,20251102_212046,796803534,904397362701,3313.2546,0.08,2.5661,3310.8052,模拟股票41,3313.0617,3310.7828,2025-11-02 21:20:46,3310.4956
603887,20251102_212046,219169485,1944878592498,1175.0474,-0.08,-0.9221,1173.7873,模拟股票887,1174.0882,1175.5675,2025-11-02 21:20:46,1175.0103
601303,20251102_212046,327430489,732111497097,4006.2543,-0.02,-0.7548,4003.9561,模拟股票782,4004.3074,4006.352,2025-11-02 21:20:46,4005.0622
602243,20251102_212046,962958909,218290033802,3012.1274,-0.01,-0.2522,3010.8756,模拟股票157,3011.586,3011.1762,2025-11-02 21:20:46,3011.8382
600776,20251102_212046,360174208,1008051110601,1339.7075,-0.02,-0.2617,1335.6597,模拟股票341,1337.642,1337.2758,2025-11-02 21:20:46,1337.9037
601251,20251102_212046,265774088,963816650761,3143.4492,-0.07,-2.0966,3141.228,模拟股票362,3142.2282,3143.3139,2025-11-02 21:20:46,3144.3248
603369,20251102_212046,494075541,1136924486548,2135.6541,0.12,2.5745,2133.2762,模拟股票384,2133.7989,2130.682,2025-11-02 21:20:46,2131.2244
601108,20251102_212046,630733095,393246410034,2607.483,0.04,1.0501,2605.4029,模拟股票944,2606.2777,2605.0056,2025-11-02 21:20:46,2605.2276
603461,20251102_212046,137448140,22785832076,1875.8282,-0.06,-1.0736,1872.8669,模拟股票874,1874.5222,1875.205,2025-11-02 21:20:46,1875.5958
602068,20251102_212046,102239914,1549464071971,2025.6878,0.04,0.8011,2023.3951,模拟股票98,2024.2381,2023.7032,2025-11-02 21:20:46,2023.437
602295,20251102_212046,860345163,420723495531,1342.4058,0.03,0.4253,1338.5086,模拟股票915,1340.1652,1340.9371,2025-11-02 21:20:46,1339.7399
603906,20251102_212046,561720119,694571392878,731.2567,0.18,1.3136,727.7463,模拟股票762,730.033,730.0367,2025-11-02 21:20:46,728.7194
602129,20251102_212046,246679764,1795813340054,4267.9521,-0.02,-0.9182,4266.4774,模拟股票573,4267.3087,4268.8962,2025-11-02 21:20:46,4268.2269
600576,20251102_212046,288663804,1696279323303,3281.8956,0.02,0.74,3279.9303,模拟股票17,3280.4651,3278.295,2025-11-02 21:20:46,3279.7251
600342,20251102_212046,470850508,1611649349730,1733.93,0.02,0.3897,1730.7495,模拟股票880,1732.1663,1732.2121,2025-11-02 21:20:46,1731.7766
602184,20251102_212046,318696778,1026537606439,2589.2055,0.07,1.7642,2586.8673,模拟股票153,2587.4231,2584.2102,2025-11-02 21:20:46,2585.6589
602179,20251102_212046,88605369,1981424325042,1036.4894,0.02,0.2519,1033.5176,模拟股票569,1035.3471,1034.1395,2025-11-02 21:20:46,1035.0952
602510,20251102_212046,329547322,253881429791,2766.0612,-0.02,-0.5638,2763.7923,模拟股票251,2765.1952,2764.8666,2025-11-02 21:20:46,2765.759
600889,20251102_212046,417264265,62014915294,1258.8674,-0.11,-1.395,1255.3507,模拟股票788,1257.1406,1257.1791,2025-11-02 21:20:46,1258.5356
600621,20251102_212046,681781889,1242602923507,2013.2918,0.02,0.3565,2010.5536,模拟股票247,2012.1477,2010.5459,2025-11-02 21:20:46,2011.7912
602594,20251102_212046,907226097,1975702350079,2293.0999,-0.05,-1.1022,2291.063,模拟股票934,2292.0273,2291.9482,2025-11-02 21:20:46,2293.1295
603243,20251102_212046,498265717,493879998638,3644.3707,0.01,0.2809,3642.3972,模拟股票249,3642.7534,3641.7401,2025-11-02 21:20:46,3642.4725
603030,20251102_212046,448684332,154322663485,4362.7977,-0.0,-0.1132,4359.8389,模拟股票321,4361.2268,4359.9014,2025-11-02 21:20:46,4361.34
601155,20251102_212046,810788830,1675095621535,4085.2403,0.02,0.6924,4082.3937,模拟股票791,4082.9413,4081.8932,2025-11-02 21:20:46,4082.2489
603380,20251102_212046,662309070,311707328843,3657.9441,0.01,0.4255,3655.3911,模拟股票763,3655.5962,3654.6836,2025-11-02 21:20:46,3655.1707
602958,20251102_212046,740508856,493630303829,1147.343,0.01,0.1352,1144.5474,模拟股票566,1146.8023,1146.0827,2025-11-02 21:20:46,1146.6671
601594,20251102_212046,463909255,460208395353,4668.075,-0.02,-1.1365,4666.1691,模拟股票995,4666.4612,4666.2885,2025-11-02 21:20:46,4667.5977
602760,20251102_212046,137455130,708910868033,1045.3209,-0.15,-1.5271,1043.4859,模拟股票57,1043.6617,1045.1628,2025-11-02 21:20:46,1045.1888
601136,20251102_212046,432420626,1874039782922,1185.9592,-0.17,-2.0497,1184.6456,模拟股票396,1185.1953,1186.6048,2025-11-02 21:20:46,1187.245
602999,20251102_212046,865969146,844982743706,2910.2681,-0.05,-1.3872,2905.9745,模拟股票387,2908.4607,2910.0328,2025-11-02 21:20:46,2909.8479
603294,20251102_212046,628247155,1805298393043,3751.8379,0.05,1.7049,3748.9042,模拟股票166,3749.8178,3749.555,2025-11-02 21:20:46,3748.1129
603483,20251102_212046,996382833,271429468279,2614.757,0.03,0.6691,2612.5824,模拟股票758,2612.9998,2613.561,2025-11-02 21:20:46,2612.3307
602346,20251102_212046,573762776,1877461868703,859.9785,-0.3,-2.5993,855.7713,模拟股票94,857.9913,861.686,2025-11-02 21:20:46,860.5906
603516,20251102_212046,578191907,1150025119004,447.0129,0.09,0.4132,444.2187,模拟股票113,444.8569,444.8394,2025-11-02 21:20:46,444.4437
600640,20251102_212046,436982809,1485942323576,1690.4732,0.05,0.9144,1689.1362,模拟股票815,1689.938,1688.9979,2025-11-02 21:20:46,1689.0236
603500,20251102_212046,411517676,114434395688,2191.1747,0.0,0.0867,2187.6558,模拟股票930,2189.2647,2188.9732,2025-11-02 21:20:46,2189.178
602356,20251102_212046,214806021,636816263705,799.091,0.25,1.9762,796.7274,模拟股票408,798.8601,797.7759,2025-11-02 21:20:46,796.8839
602475,20251102_212046,657444425,1416967662862,2107.3435,-0.08,-1.7404,2104.7885,模拟股票460,2106.8315,2107.6437,2025-11-02 21:20:46,2108.5719
602243,20251102_212046,320918906,394417554082,2417.552,-0.03,-0.7078,2414.2953,模拟股票745,2416.7755,2417.885,2025-11-02 21:20:46,2417.4833
601459,20251102_212046,889728519,315976649814,1252.7413,0.2,2.4524,1251.8442,模拟股票436,1252.4018,1249.6238,2025-11-02 21:20:46,1249.9494
602614,20251102_212046,528216734,218907308488,1444.8845,0.16,2.3631,1443.273,模拟股票876,1443.5798,1440.6401,2025-11-02 21:20:46,1441.2167
603268,20251102_212046,327711354,172391245997,4838.3266,-0.05,-2.5442,4834.5356,模拟股票750,4835.9822,4838.9083,2025-11-02 21:20:46,4838.5264
601906,20251102_212046,628053800,1859824597425,4461.6429,-0.03,-1.4561,4458.8359,模拟股票346,4460.8173,4463.3978,2025-11-02 21:20:46,4462.2734
603470,20251102_212046,539456914,83163313087,1578.396,-0.08,-1.3337,1577.1149,模拟股票897,1577.2551,1579.4588,2025-11-02 21:20:46,1578.5888
603079,20251102_212046,244746772,432493629424,452.9763,-0.23,-1.0326,451.8147,模拟股票664,452.7223,452.2692,2025-11-02 21:20:46,453.7549
602088,20251102_212046,791540959,1380508599261,872.843,0.1,0.9067,870.5715,模拟股票113,870.9031,871.2123,2025-11-02 21:20:46,869.9964
602163,20251102_212046,199227944,735668010908,240.7721,0.07,0.1619,239.2427,模拟股票452,240.5529,239.8285,2025-11-02 21:20:46,240.391
601848,20251102_212046,750475589,1150908359261,3384.6377,0.03,0.9634,3382.4809,模拟股票16,3384.2871,3383.9258,2025-11-02 21:20:46,3383.3237
602864,20251102_212046,900073475,531178159028,3809.4422,-0.05,-1.7383,3806.5572,模拟股票412,3808.565,3811.631,2025-11-02 21:20:46,3810.3033
600120,20251102_212046,899936171,638009355389,761.988,0.37,2.8146,760.2234,模拟股票580,761.4785,758.8168,2025-11-02 21:20:46,758.6639
602894,20251102_212046,560034174,499714471891,3693.674,0.06,2.2195,3689.4564,模拟股票895,3691.6783,3688.6269,2025-11-02 21:20:46,3689.4588
